,beer/ABV,review/appearance,review/aroma,review/overall,review/palate,review/taste
21139,8.2,4.0,2.0,3.5,3.0,3.0
27493,6.1,4.0,4.0,4.0,3.5,4.0
19079,5.6,4.0,4.5,4.0,4.0,4.5
1328,7.2,4.0,4.0,4.5,4.5,4.5
37295,9.8,4.0,4.0,4.0,4.0,4.5
32997,5.8,4.0,4.5,4.0,4.0,3.5
30473,7.2,5.0,4.0,4.0,4.0,4.0
4148,8.1,4.0,4.0,3.0,3.0,3.0
20853,7.0,4.0,4.0,4.0,3.0,4.5
8568,5.0,3.5,3.5,3.5,3.0,3.0
3470,5.0,3.5,3.5,4.0,3.0,3.5
17990,8.5,4.0,4.0,4.0,3.0,4.0
16883,9.4,4.0,4.5,3.5,4.0,4.0
34720,6.0,4.5,4.0,4.5,3.5,4.0
6951,5.2,4.0,4.0,3.5,3.0,3.5
32894,6.6,4.0,4.0,3.5,3.5,3.5
26001,5.6,4.5,3.5,3.5,3.0,4.0
2796,12.0,4.0,4.5,4.5,5.0,4.5
27655,5.0,2.5,3.0,2.5,3.0,2.5
19913,4.6,3.0,3.0,3.5,3.5,3.5
5357,7.4,4.0,4.0,4.5,4.5,4.0
33860,5.5,4.0,4.0,4.0,4.0,3.5
29946,8.0,3.5,4.0,3.5,3.5,3.5
22390,4.7,4.0,3.5,4.0,4.0,4.0
11854,8.5,4.0,4.5,4.5,4.0,4.0
3489,4.7,4.0,3.0,3.0,3.0,3.0
5706,10.2,4.0,4.5,4.5,3.5,4.5
31267,9.4,3.5,4.0,3.5,3.5,3.5
24097,5.0,4.0,3.0,4.0,3.5,4.0
2884,11.2,4.5,5.0,4.5,4.5,4.5
33618,3.5,3.0,2.0,4.5,2.5,3.0
21958,7.2,3.5,4.0,4.0,4.0,3.5
6596,9.6,4.0,3.0,3.0,2.0,3.0
36081,7.2,4.0,4.0,4.0,4.0,4.0
33622,11.2,4.0,4.0,5.0,5.0,5.0
20352,4.4,3.0,2.0,3.5,3.0,3.0
28042,9.4,4.5,4.5,4.5,4.5,4.0
30823,5.8,3.5,3.5,3.0,3.5,3.0
18507,4.3,4.0,4.5,4.5,3.5,4.5
10969,10.5,4.0,4.0,3.0,5.0,4.0
25844,6.5,4.0,4.5,5.0,4.5,4.5
28678,3.8,3.5,3.5,3.5,3.0,3.5
22866,5.4,3.5,3.5,3.5,3.5,3.5
29431,6.0,4.0,3.5,4.0,4.5,3.5
2602,4.4,4.0,4.0,4.0,4.0,4.0
14131,10.5,3.0,4.0,4.0,3.5,4.5
27520,5.0,4.0,4.5,4.5,4.0,4.0
20788,4.7,4.0,3.0,4.5,4.0,4.5
286,4.7,3.5,3.5,4.0,4.0,4.0
31095,6.5,4.5,4.0,4.5,4.0,4.0
29255,6.6,4.0,4.5,4.0,4.0,4.5
22537,10.6,4.5,5.0,4.5,5.0,5.0
15024,5.9,4.0,4.0,2.5,1.0,1.5
24005,4.4,3.5,2.0,3.5,3.0,3.0
24961,3.5,3.5,3.0,3.5,3.0,3.0
17928,5.7,3.5,2.5,3.0,3.5,4.0
16610,12.0,4.0,4.5,4.5,4.0,4.5
36339,11.2,4.5,4.5,4.5,5.0,5.0
18490,5.0,4.5,3.5,3.5,4.0,3.5
8170,5.4,4.0,4.5,4.0,4.5,4.5
26915,6.5,4.5,4.5,4.5,4.5,4.5
19646,6.9,4.0,4.0,3.5,4.5,4.5
28828,6.6,3.5,3.0,2.5,3.5,3.0
10710,5.0,2.5,3.5,3.5,3.5,3.5
30612,4.4,3.5,4.0,4.0,4.0,4.0
31605,6.5,4.0,3.5,3.5,3.0,3.0
24301,6.9,4.5,4.0,4.0,4.0,4.0
11546,5.4,4.5,4.0,3.5,3.5,3.0
25210,4.3,3.5,3.5,3.5,3.5,3.5
20404,4.9,3.0,3.0,3.0,3.0,3.0
22077,7.6,3.5,4.0,3.5,3.5,4.5
31034,5.0,3.5,3.0,4.0,3.0,3.5
31853,6.8,4.0,4.0,4.0,4.0,4.0
23905,4.8,3.5,4.5,5.0,4.5,4.5
36771,8.1,4.5,4.0,4.5,4.0,4.5
35256,8.4,3.0,4.0,3.5,4.0,4.0
32645,6.3,4.0,4.0,4.0,4.0,4.5
13725,8.2,4.0,4.0,4.0,4.0,4.0
31272,8.5,4.0,4.0,4.0,4.0,4.5
21434,3.5,3.0,2.5,4.0,2.5,3.0
19923,5.0,4.0,3.5,4.0,3.5,3.5
31392,4.4,3.0,3.0,4.0,3.5,3.5
10476,7.2,4.5,4.5,4.0,4.0,4.0
37483,4.3,4.5,2.5,4.0,4.5,3.5
23591,9.4,4.0,4.0,4.0,4.0,4.0
34289,5.4,4.0,4.0,4.0,4.5,4.0
32450,12.0,4.0,5.0,5.0,4.5,5.0
8122,5.0,3.5,3.0,3.0,3.5,3.0
24185,6.6,4.0,5.0,4.5,4.0,5.0
28007,9.5,2.5,3.0,4.5,3.0,3.5
22126,4.4,4.5,4.5,4.5,4.5,4.5
15557,6.6,4.0,4.0,4.5,4.0,4.0
32341,6.5,3.0,4.0,4.0,4.0,4.5
33748,5.3,4.0,3.5,4.5,5.0,4.5
10062,6.5,4.5,3.5,4.0,4.0,4.0
4119,10.5,4.5,4.0,4.0,4.5,4.5
13066,5.5,4.5,3.5,4.0,4.0,4.0
18386,10.2,4.5,4.5,4.5,5.0,5.0
15843,7.2,4.0,3.5,4.0,4.0,4.0
9162,9.0,4.0,4.0,4.0,4.0,4.0
35551,8.5,4.0,4.0,2.5,2.5,4.0
11178,7.2,4.5,4.0,4.5,4.0,4.0
34338,9.4,4.0,4.5,4.5,4.5,5.0
22992,9.4,4.5,4.5,4.5,4.5,4.5
30704,8.2,4.0,3.5,4.0,3.5,4.0
26585,8.3,4.0,4.5,4.0,5.0,4.5
27107,4.9,3.5,3.5,4.5,4.0,4.0
5844,9.0,3.5,3.5,3.5,3.5,4.0
7348,5.2,4.0,4.0,4.0,4.0,4.0
6300,6.5,4.0,3.5,3.5,3.5,4.0
32287,4.4,4.0,4.0,5.0,3.5,3.5
9448,5.2,4.0,4.0,3.5,3.0,4.0
14540,9.0,3.5,4.0,3.0,4.0,4.0
24558,7.0,3.0,3.0,4.0,3.5,4.0
17815,5.2,3.0,3.5,3.0,3.0,3.0
24539,4.4,3.5,3.5,4.0,3.5,3.5
18846,5.6,4.0,3.5,4.0,4.0,3.5
13328,8.1,4.5,4.5,4.5,4.0,4.5
19444,6.2,3.0,3.0,2.0,3.0,3.0
8194,5.5,4.0,3.5,4.0,4.5,3.5
19827,7.7,4.0,3.5,4.0,4.0,4.0
8420,6.8,4.0,4.0,3.5,3.5,4.0
10274,4.25,3.5,3.5,4.0,4.5,3.5
11242,9.4,4.0,5.0,4.5,3.5,4.5
21075,7.7,2.0,2.0,4.0,1.5,1.5
29951,11.2,3.0,4.5,4.0,4.5,4.0
21911,5.5,4.0,3.5,4.5,4.0,3.5
24980,10.0,4.0,4.0,4.0,4.5,4.0
19725,6.5,3.0,4.0,3.5,4.0,4.0
5352,6.4,4.0,4.0,4.5,4.0,4.0
2054,4.2,4.0,4.0,4.5,4.0,4.5
33406,7.2,4.0,4.0,3.5,3.5,3.5
4880,8.3,4.0,4.5,4.5,4.0,4.0
31450,8.3,3.5,4.0,4.0,4.0,4.0
12583,10.5,4.0,4.0,4.5,4.5,4.5
10696,11.0,4.0,3.5,2.5,3.0,2.5
5860,5.2,4.0,3.0,3.0,3.0,3.0
3313,11.2,4.5,4.0,4.5,5.0,5.0
36723,6.6,3.5,4.5,4.0,4.0,4.0
33032,8.5,4.0,4.5,4.0,4.0,4.0
28836,6.0,4.5,4.0,4.0,4.0,4.0
6700,4.9,4.0,4.0,3.5,4.0,4.0
23802,4.4,3.0,2.5,3.5,4.0,4.0
3905,10.0,4.0,3.5,4.0,4.0,3.5
29346,10.5,3.5,4.0,4.5,4.5,5.0
4254,4.7,3.5,3.0,3.5,3.5,3.5
9787,5.4,4.0,4.0,4.0,3.5,4.0
20917,5.5,3.5,4.0,4.0,3.0,4.5
23872,8.4,3.0,3.0,1.5,2.0,1.5
27110,9.1,3.5,4.5,4.0,3.5,4.0
16793,4.0,4.0,4.0,4.0,3.5,4.0
819,6.5,4.0,4.5,4.0,4.0,4.5
550,5.2,4.0,4.5,4.5,4.0,4.5
677,10.0,4.0,4.0,4.0,4.0,4.0
31935,6.1,4.0,4.5,4.0,3.5,3.5
6341,8.3,4.5,4.5,4.0,4.5,4.5
5414,9.8,3.5,3.0,4.0,4.0,4.5
9647,5.4,3.5,4.0,4.0,4.0,4.0
30982,10.2,4.0,5.0,4.0,4.5,4.0
9064,5.5,4.5,3.5,4.5,4.0,4.0
11743,6.6,4.0,4.5,4.5,4.5,4.5
15725,10.5,4.5,4.5,4.5,4.0,4.5
31628,6.5,4.0,2.5,3.0,4.0,3.5
28842,8.5,4.0,4.0,3.5,4.0,3.5
11598,12.0,3.5,4.5,4.0,4.0,4.0
19666,5.4,4.0,4.0,4.0,3.5,3.5
30752,10.5,3.5,4.0,4.0,4.0,4.0
16046,8.5,4.0,4.0,3.5,4.0,4.5
24915,5.5,4.5,3.5,4.0,4.0,3.5
8277,8.5,4.5,4.0,4.5,4.0,4.5
2616,6.8,4.0,4.5,4.5,4.5,4.5
4525,7.0,4.0,3.0,3.0,3.0,3.0
16305,5.5,4.0,4.0,4.0,4.0,4.0
28970,6.5,4.0,4.0,4.0,4.0,4.0
28282,10.5,4.5,4.0,4.5,4.0,4.5
15758,5.5,3.0,2.0,2.0,5.0,1.5
34934,5.6,3.0,1.5,2.0,3.0,2.0
2584,5.4,4.0,4.0,3.0,3.5,4.5
17204,4.7,3.0,3.0,3.5,3.5,3.5
18192,10.2,4.5,5.0,4.5,4.0,4.5
2425,6.5,4.0,4.5,5.0,4.0,4.0
8622,3.5,4.0,3.5,4.5,4.0,3.5
21245,4.4,4.0,4.0,4.5,4.5,4.5
17237,5.7,3.0,3.5,3.5,3.5,3.5
34543,10.5,4.0,4.0,4.0,4.0,4.0
20222,9.4,4.5,4.5,5.0,4.5,4.5
21084,4.9,4.0,3.5,4.0,4.0,4.0
22590,5.5,4.0,4.0,4.5,4.0,4.5
32756,10.2,3.5,4.5,4.0,4.0,4.5
5634,6.0,3.5,4.0,5.0,4.5,4.5
22826,4.4,4.0,3.5,4.0,4.0,4.0
21506,5.5,3.0,1.5,3.0,3.0,1.5
27676,10.8,3.5,4.5,3.5,3.5,4.5
30952,8.2,3.5,4.0,4.0,4.0,4.0
33193,7.2,3.5,4.0,4.0,4.0,4.0
5132,10.0,4.0,4.0,4.0,3.5,4.0
18041,3.0,4.0,4.0,5.0,3.5,4.0
21921,9.4,4.0,4.5,3.5,3.5,3.5
2715,9.8,4.0,4.0,3.5,3.5,4.0
25014,5.0,3.0,2.5,3.5,2.0,2.0
6422,8.3,4.0,4.5,4.5,5.0,5.0
5133,4.5,4.0,3.5,4.5,4.0,3.5
34820,6.2,3.5,4.0,4.0,3.5,4.0
2211,10.5,4.0,4.0,4.0,4.0,4.0
4832,4.6,3.5,3.5,4.0,3.5,4.0
12892,10.5,4.5,4.0,4.0,4.5,4.5
2918,4.0,3.0,2.0,2.5,3.0,2.5
10465,6.6,4.0,4.0,4.5,4.5,4.5
16171,10.0,4.5,4.5,4.5,4.0,4.5
34256,6.5,4.5,4.5,4.5,4.0,4.5
2533,11.2,4.0,5.0,4.0,4.5,5.0
17,9.2,4.0,3.5,4.0,4.0,3.5
16441,7.0,3.5,3.5,3.0,2.5,2.5
17039,6.0,3.5,4.0,4.0,4.0,3.5
27018,5.0,4.0,3.5,4.5,4.0,4.0
15959,5.0,4.0,3.5,3.5,4.0,3.5
26247,6.5,4.5,4.5,4.0,4.0,5.0
20050,7.2,4.0,4.5,5.0,4.5,4.5
27633,5.0,3.0,2.5,3.0,2.5,3.0
13387,6.6,4.5,4.0,4.0,4.5,4.0
23198,12.0,4.0,4.5,3.5,4.0,3.5
31219,10.5,4.0,4.0,4.0,4.5,4.5
22460,5.5,4.0,3.5,3.5,3.5,3.5
23418,9.8,4.0,3.5,3.5,4.0,4.0
16870,7.0,5.0,4.5,4.5,4.0,4.5
4590,8.3,5.0,5.0,5.0,4.5,5.0
13192,4.5,3.0,3.5,2.5,3.0,3.0
29105,4.0,3.5,3.5,3.5,3.5,3.5
19367,8.2,4.0,2.0,2.5,3.5,2.5
33664,7.0,4.0,2.0,3.5,3.5,4.0
12880,12.0,3.5,3.5,3.0,3.0,3.0
16780,4.8,4.0,4.0,4.5,4.0,4.0
12441,10.0,3.0,3.5,3.5,3.5,3.0
19384,10.5,5.0,4.5,4.5,5.0,5.0
297,5.4,3.0,4.0,4.5,5.0,4.0
8383,6.6,3.0,5.0,5.0,5.0,4.5
2497,9.6,4.0,4.0,4.0,4.0,4.0
250,10.0,4.5,4.0,3.0,4.0,4.0
30315,7.0,3.5,4.0,3.5,3.5,3.5
3103,12.0,3.5,4.0,3.0,4.0,4.0
13954,5.0,3.5,4.5,4.0,4.0,4.0
9154,5.0,4.0,3.5,3.5,4.0,3.5
19891,11.2,4.5,4.5,4.5,4.0,4.5
900,5.4,4.0,4.0,4.0,4.0,4.5
13120,5.0,4.0,4.0,3.0,4.0,3.0
27686,9.4,2.5,4.5,4.5,5.0,5.0
19812,6.9,4.0,4.5,4.0,3.5,4.0
29097,10.6,4.0,4.0,4.0,3.5,3.0
3120,7.0,3.0,3.5,4.0,4.0,4.0
27983,9.0,4.0,4.5,4.0,4.0,4.0
22034,7.0,4.0,4.5,4.0,4.5,4.5
20990,9.4,4.0,4.0,4.0,4.0,4.5
35185,4.75,3.5,4.0,4.0,3.0,2.5
27921,8.2,3.5,4.0,3.5,3.5,4.5
10919,4.4,4.0,2.5,3.0,3.0,2.5
1650,9.4,3.5,4.0,4.0,4.5,4.5
28514,8.3,4.5,4.0,4.0,4.0,4.5
22575,11.2,2.5,2.5,1.0,4.0,2.0
11666,10.5,4.5,4.5,4.5,4.5,4.5
19847,8.0,4.0,3.0,3.0,3.0,3.5
17236,5.4,4.0,5.0,3.5,4.0,5.0
10676,5.7,4.0,4.0,4.0,4.0,4.0
17026,3.5,3.5,2.0,3.5,3.0,3.5
25508,6.8,4.0,4.5,3.5,3.5,3.5
18903,4.4,4.5,3.5,4.5,4.0,4.5
1956,8.0,4.0,4.0,4.5,4.0,4.5
34158,6.6,4.5,5.0,4.5,4.5,4.5
20737,5.5,4.0,4.0,4.0,3.5,4.0
27278,8.3,4.5,4.0,4.0,4.0,3.5
8957,6.0,3.0,3.5,3.5,3.0,3.0
7387,6.5,3.5,3.5,3.5,4.0,3.5
9851,6.9,4.0,4.0,3.5,4.0,4.5
27995,8.3,4.0,5.0,4.5,5.0,5.0
35753,9.0,4.0,4.0,4.5,4.0,4.5
34941,12.0,3.0,4.0,3.5,4.0,4.0
25801,5.5,4.5,3.5,4.0,3.5,4.0
20909,8.3,4.5,4.5,4.5,4.0,4.0
4813,3.5,4.0,4.0,4.0,4.0,4.0
36016,7.5,4.0,3.5,4.0,4.0,4.0
31423,5.4,4.5,4.5,4.5,4.0,4.0
13090,9.4,4.0,4.0,4.0,4.5,4.0
36446,10.0,3.5,4.0,4.0,3.5,4.0
12195,9.4,4.0,4.0,4.0,3.5,4.0
3618,5.4,4.0,4.0,4.0,4.0,4.0
121,6.6,4.0,3.5,4.0,4.0,4.5
4577,4.9,3.0,4.0,4.0,4.0,4.0
30942,6.3,2.5,3.5,2.5,3.5,3.0
1148,9.4,4.5,4.5,4.5,4.5,4.5
3547,9.4,4.0,4.5,4.5,4.5,4.0
30008,6.0,3.5,3.5,3.5,3.5,4.0
29615,13.0,4.0,4.5,4.0,4.0,4.0
30821,11.2,4.0,5.0,3.5,4.0,5.0
13082,5.0,4.0,3.5,4.0,3.5,3.5
27440,8.1,4.5,4.5,4.5,4.5,4.5
28599,8.3,5.0,5.0,4.5,5.0,4.5
2493,3.5,1.5,1.0,1.5,2.0,1.0
13013,5.79,3.5,3.5,4.5,4.0,4.0
33317,12.0,3.5,4.0,3.0,3.5,4.0
29763,5.4,4.0,4.5,4.5,4.0,4.0
23725,6.5,4.0,4.5,4.0,3.5,4.0
12608,12.0,4.0,4.0,2.5,3.0,3.5
26057,5.9,4.0,4.5,4.5,4.5,4.5
8138,10.6,4.5,4.5,4.5,4.5,4.5
33055,4.4,4.5,5.0,5.0,4.5,5.0
2937,9.5,4.0,5.0,4.5,4.5,4.5
33387,10.8,4.0,4.5,4.0,4.5,4.0
35415,9.2,4.5,4.5,4.5,4.5,5.0
3528,8.3,3.0,3.5,3.0,4.0,3.5
28855,7.0,4.5,4.0,4.0,4.0,4.5
23314,6.1,4.0,4.0,4.0,4.0,4.0
4097,12.0,4.0,4.0,3.5,4.5,4.0
7708,5.5,4.0,3.5,3.5,3.5,4.0
11626,8.3,4.5,4.5,5.0,5.0,4.5
10747,9.4,3.5,3.5,3.5,4.5,3.5
7793,5.0,4.0,4.0,3.5,4.0,3.5
8510,7.0,4.0,3.5,3.0,3.5,3.0
33449,6.6,4.0,4.0,4.0,3.5,4.5
35726,8.5,4.0,3.5,2.0,3.0,2.5
19313,4.7,4.0,2.0,3.0,3.0,3.5
10631,6.5,4.0,4.5,4.0,4.0,4.5
6807,5.9,4.0,3.5,3.5,4.0,3.5
6258,7.2,3.0,3.0,3.0,3.0,3.5
26003,6.5,3.0,3.0,2.0,2.5,1.5
18656,9.4,4.0,3.5,4.0,4.5,4.0
520,8.5,4.0,4.0,4.0,4.0,4.5
19527,5.5,4.0,4.0,3.5,4.0,3.5
32644,12.0,4.5,4.5,5.0,4.5,5.0
15084,6.0,4.5,3.0,3.5,3.5,3.0
29526,8.5,3.5,3.5,2.5,2.0,2.5
23923,5.0,4.0,4.0,3.5,4.0,3.5
21157,6.6,4.0,4.0,4.5,3.5,4.5
3579,5.5,3.0,3.0,3.0,3.0,3.0
15397,6.5,4.0,4.5,4.5,4.5,4.5
16954,10.0,3.5,3.0,3.0,3.5,3.0
36646,7.0,3.0,4.0,4.0,3.5,4.0
1117,5.4,4.5,4.0,4.0,3.5,4.0
34878,7.0,4.5,4.0,4.5,4.0,4.0
3994,6.5,4.5,4.5,4.5,4.0,4.5
4749,7.2,4.0,4.0,4.5,4.0,4.0
2878,10.0,3.5,3.5,4.0,4.0,4.5
30244,11.2,4.5,4.5,4.0,3.5,4.0
348,4.6,3.0,3.5,4.0,4.0,3.5
4847,4.4,4.5,4.0,4.5,3.5,3.5
3469,10.0,3.5,3.5,4.0,4.0,4.0
8586,9.0,4.5,5.0,4.0,4.0,4.5
3706,5.8,2.0,3.0,2.5,2.0,2.5
28653,5.4,4.5,3.5,5.0,4.5,4.0
30626,11.2,4.0,3.5,3.5,3.5,3.0
15631,9.0,4.0,4.0,4.0,4.0,4.0
214,5.4,4.0,4.5,4.5,4.0,4.0
3634,8.2,4.0,4.0,3.0,3.0,3.5
4072,12.0,4.0,4.5,4.5,4.0,4.5
16570,8.5,3.0,3.5,4.0,4.0,4.5
22581,5.4,3.5,3.5,4.0,3.5,3.0
1664,6.6,4.5,4.0,4.0,3.5,4.0
2842,5.5,4.0,4.0,4.0,4.0,4.5
18219,5.0,4.0,3.5,4.0,3.5,3.5
33214,6.5,4.0,3.5,3.5,3.0,3.0
20379,9.4,4.5,4.0,5.0,4.0,4.0
1450,12.0,3.5,4.0,3.0,3.0,4.0
12833,5.5,4.0,3.5,4.0,4.0,3.5
22059,6.6,4.5,4.5,4.0,4.5,4.0
18841,5.5,3.0,3.0,3.0,3.5,4.0
29025,6.6,4.5,4.0,4.0,4.0,4.0
23701,12.0,4.0,4.0,4.0,4.5,4.0
21719,6.8,4.0,4.0,4.0,4.0,4.0
26721,8.4,2.5,3.5,3.0,4.0,4.0
11578,5.8,3.5,3.5,3.5,4.0,3.5
4343,11.2,4.5,5.0,4.5,4.5,5.0
27668,9.0,4.0,4.0,4.0,4.5,4.0
20268,5.7,3.5,4.5,4.0,3.0,4.0
3116,5.4,4.0,3.5,3.5,4.5,3.5
23742,4.9,3.5,4.0,4.0,3.5,4.0
7137,7.0,4.5,3.5,4.0,4.0,4.0
33030,7.2,4.0,4.0,4.0,4.0,4.0
513,4.7,4.0,4.0,4.0,4.0,4.0
35279,6.6,4.0,4.5,4.5,4.0,4.5
18983,8.3,4.5,5.0,4.5,4.0,4.5
27678,6.6,4.5,4.5,4.5,4.5,5.0
37121,12.0,3.5,4.5,3.5,4.0,3.5
7751,6.5,3.5,4.5,4.0,4.0,4.0
10517,6.1,4.0,4.5,4.5,4.5,4.0
27274,5.4,4.0,3.0,3.5,4.0,4.0
29599,9.4,4.0,4.5,4.0,4.5,4.5
35890,6.8,4.0,4.5,4.5,4.5,4.0
9366,6.5,4.0,3.5,4.0,4.0,4.5
33298,4.4,3.5,3.0,4.0,3.0,3.0
4216,10.6,4.5,5.0,5.0,5.0,4.5
29347,9.4,3.5,4.0,3.5,4.0,4.5
16168,3.7,4.0,4.0,4.5,4.5,4.0
23974,4.0,4.0,3.5,3.5,3.5,3.5
18191,4.4,3.5,3.5,4.5,3.5,4.0
9640,10.2,3.5,4.5,4.0,4.0,4.5
6352,12.0,4.5,3.5,2.5,3.0,2.5
18341,7.0,4.0,5.0,4.5,4.0,4.5
17599,6.6,4.0,4.0,4.0,4.5,4.5
19393,12.0,4.0,3.5,3.0,4.0,3.5
7275,6.8,4.0,4.0,3.5,3.5,4.0
9381,4.4,3.5,4.0,5.0,4.0,4.0
30657,6.5,4.0,4.5,4.0,4.0,4.0
4282,12.0,3.5,3.5,3.0,4.5,4.5
12431,10.8,4.0,3.5,4.0,4.5,4.5
30226,8.3,4.5,3.0,3.5,4.5,3.5
36097,5.8,4.0,3.5,3.0,3.5,3.5
29391,5.7,3.0,4.0,3.5,3.5,3.5
5665,8.2,4.5,4.0,3.0,4.0,3.0
36957,8.6,3.5,4.0,4.0,3.0,4.0
7185,8.3,5.0,5.0,5.0,5.0,5.0
18559,5.9,4.0,4.5,3.5,4.0,4.0
24501,5.0,3.5,3.0,2.5,3.0,2.5
18469,5.0,3.5,3.0,4.0,3.5,4.0
30310,9.8,3.5,3.5,3.5,3.5,4.0
401,10.2,3.5,4.5,3.5,3.5,3.0
10413,9.4,4.5,3.5,3.5,3.5,3.0
26228,10.0,3.5,4.0,3.5,3.0,3.5
21051,9.1,4.5,4.5,4.5,5.0,4.5
4546,5.4,4.0,3.0,4.0,4.0,3.5
17505,10.5,4.0,4.0,3.0,3.5,3.5
24653,5.4,2.5,2.0,2.5,2.5,3.0
24443,4.7,2.0,2.0,3.0,2.5,2.5
810,8.3,4.5,5.0,5.0,5.0,5.0
34586,9.4,4.0,3.5,4.0,3.5,4.0
15769,7.0,4.0,4.5,4.0,4.0,3.5
6906,5.0,3.5,3.5,3.5,3.5,3.5
28650,10.0,4.0,4.0,4.5,4.5,4.5
27029,4.9,4.0,4.0,4.5,4.0,4.5
28435,6.1,4.0,3.5,4.0,3.5,3.5
22648,10.0,4.5,4.0,4.5,4.0,4.5
36537,4.7,4.5,3.5,4.0,4.0,4.0
16270,4.4,3.5,5.0,4.0,4.0,4.0
25450,5.5,4.0,4.0,3.0,3.5,3.5
20204,8.2,4.0,4.0,4.0,4.0,4.0
21361,5.0,3.5,3.5,4.0,3.5,3.5
7828,5.4,3.5,2.0,1.0,2.0,1.5
27692,5.5,4.0,3.5,4.0,4.0,4.0
30726,6.6,3.5,4.0,4.0,4.0,4.0
20830,12.6,4.5,5.0,4.0,4.5,4.5
292,9.4,4.0,5.0,4.5,4.5,4.5
35461,10.6,4.0,4.5,5.0,4.5,4.5
27957,9.0,4.0,3.5,4.0,3.5,3.5
13315,9.4,4.0,4.0,4.0,4.0,4.0
15395,5.4,3.5,3.5,4.5,4.0,4.0
34009,8.0,4.0,4.5,4.5,4.0,5.0
7451,7.7,4.0,4.0,4.0,4.5,4.0
19305,5.4,4.0,3.5,3.5,3.5,3.5
3740,8.0,4.0,3.5,4.5,4.0,4.5
13365,8.3,4.0,4.0,4.0,4.5,4.0
7209,11.2,5.0,5.0,5.0,4.5,5.0
27825,11.2,3.5,4.0,4.0,4.0,4.5
16809,10.0,4.0,4.5,5.0,4.5,4.5
6983,5.4,4.5,4.5,4.5,4.0,4.5
31070,6.6,4.0,4.0,4.0,4.0,4.5
13316,6.6,4.5,4.0,4.5,4.5,4.0
13514,11.2,4.5,4.0,4.5,4.5,4.5
18275,4.4,4.0,4.5,5.0,4.0,3.5
22917,4.6,4.0,4.5,4.0,3.5,4.0
11191,11.2,4.0,4.5,4.0,4.0,4.5
7010,9.0,4.0,4.5,3.5,3.5,4.0
32964,5.5,4.0,3.5,4.0,3.5,4.0
10822,10.0,4.0,4.0,3.5,4.0,3.5
35501,4.7,3.5,3.5,3.5,4.0,3.5
20915,7.0,5.0,3.5,4.0,5.0,3.5
24774,7.0,4.0,5.0,3.5,3.0,4.0
3014,7.2,5.0,4.5,4.5,4.5,4.5
3344,5.4,3.5,3.5,3.5,3.0,3.5
34478,8.3,5.0,4.5,3.5,4.0,4.0
32716,5.9,4.0,4.5,4.5,4.5,4.0
30217,9.0,4.0,4.0,4.0,4.5,4.5
24324,5.0,4.0,4.5,5.0,4.0,4.5
8857,11.2,4.5,4.5,4.5,4.5,4.5
28698,4.7,4.0,3.0,2.0,2.5,3.0
14303,5.7,3.5,4.0,4.5,4.0,4.0
30587,12.0,4.0,4.0,4.0,4.5,4.5
12981,9.0,4.5,4.0,4.0,4.5,4.0
29867,10.5,4.5,4.5,4.5,4.5,4.0
30800,6.0,3.5,3.0,4.0,3.5,4.0
29635,4.4,4.0,3.5,5.0,3.5,4.0
23875,8.5,4.0,4.0,4.0,4.0,4.0
5047,5.0,2.5,3.0,4.0,3.5,3.0
24128,5.0,3.0,3.0,4.0,4.5,4.5
23151,6.6,4.0,4.0,4.0,4.0,4.0
23074,8.2,3.5,4.5,4.0,4.5,4.5
7696,6.6,4.5,4.5,3.5,4.0,4.5
5679,4.2,4.5,4.0,4.0,4.0,4.0
13363,10.5,3.5,4.5,4.0,4.0,4.0
28329,6.5,4.0,4.0,4.5,4.5,4.0
20691,9.4,3.5,4.0,4.5,5.0,4.5
21886,5.0,4.0,4.0,3.5,4.0,4.0
26136,4.2,4.5,3.5,3.5,3.5,4.0
27560,5.6,4.0,4.0,4.5,4.5,4.0
33292,12.0,4.0,3.0,3.5,3.5,3.5
7978,12.0,4.5,4.5,4.0,4.0,5.0
24652,4.7,4.0,3.0,1.5,1.5,2.5
28809,4.4,4.0,3.5,4.0,4.0,4.0
13946,7.2,4.0,4.0,4.5,4.5,4.5
31663,5.4,3.5,4.0,4.0,3.5,5.0
27950,6.2,4.0,4.5,4.0,4.0,4.0
24192,4.19,4.0,3.5,4.0,3.5,3.5
1818,4.0,2.5,4.0,2.0,1.5,2.0
23504,5.5,4.0,2.0,2.0,3.0,2.0
19332,6.6,4.0,4.5,4.5,4.0,4.5
5862,4.4,3.5,4.0,4.0,4.0,3.5
24654,12.0,4.0,4.5,4.0,4.0,4.5
34606,7.2,4.5,4.0,4.0,3.5,4.0
1321,9.4,4.0,4.5,4.0,4.0,4.5
747,6.5,4.5,4.5,4.0,4.5,4.0
8596,8.2,3.5,2.5,4.0,4.0,4.0
28708,5.7,5.0,4.0,3.5,3.5,4.0
13800,6.9,3.5,3.0,2.5,3.0,2.5
35985,6.5,4.0,4.5,4.0,4.0,4.5
22825,5.4,4.0,3.5,4.0,3.5,4.0
20784,5.8,4.0,4.0,4.5,4.0,3.5
36609,5.4,3.0,3.5,4.0,3.5,4.0
23076,4.4,3.5,4.0,4.5,3.5,3.5
1921,12.0,3.5,4.0,4.5,4.0,4.5
27144,5.2,4.5,3.0,3.0,4.0,3.0
2467,12.0,3.5,3.5,3.5,3.5,3.5
